LAT,LON,CountryCode,Country,State,City,DisplayName
40.78278189,-73.98054211,us,USA,New York,NYC,"Marshall's, 2182, Broadway, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, NY 10024, USA"
40.75160026,-73.99204667,us,USA,New York,NYC,"243, West 34th Street, Garment District, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10001, USA"
40.75535958,-73.96964237,us,USA,New York,NYC,"227, East 50th Street, Turtle Bay, Manhattan, Manhattan Community Board 6, New York County, NYC, New York, 10022, USA"
40.75315858,-73.91162336,us,USA,New York,NYC,"50-01, Northern Boulevard, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
40.63025511,-74.032703,us,USA,New York,NYC,"141, 78th Street, Bay Ridge, Kings County, NYC, New York, 11209, USA"
40.69982311,-73.81170169,us,USA,New York,NYC,"91-15, 139th Street, Jamaica, Queens, Queens County, NYC, New York, 11435, USA"
40.6305843,-73.93969221,us,USA,New York,NYC,"1010, East 38th Street, Flatlands, BK, Kings County, NYC, New York, 11210, USA"
40.82143597,-73.93554131,us,USA,New York,NYC,"720, Esplanade Gardens Plaza, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10039, USA"
40.75305943,-73.87307226,us,USA,New York,NYC,"94-19, 35th Avenue, Jackson Heights, Queens County, NYC, New York, 11372, USA"
40.88380982,-73.86352842,us,USA,New York,NYC,"681, East 219th Street, Eastchester Heights, The Bronx, Bronx County, NYC, New York, 10467, USA"
40.75197093,-73.81512386,us,USA,New York,NYC,"46-27, Smart Street, Murray Hill, Queens, Queens County, NYC, New York, 11355, USA"
40.83057556,-73.91777917,us,USA,New York,NYC,"1056, Sherman Avenue, Melrose, Bronx County, NYC, New York, 10456, USA"
40.63931982,-73.88997131,us,USA,New York,NYC,"10111, Avenue M, Canarsie, BK, Kings County, NYC, New York, 11236, USA"
40.7334054,-74.00635199,us,USA,New York,NYC,"509, Hudson Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA"
40.63800892,-73.97790001,us,USA,New York,NYC,"116, Cortelyou Road, Parkville, BK, Kings County, NYC, New York, 11218, USA"
40.57399138,-73.9972729,us,USA,New York,NYC,"Surfside Gardens Building #1, West 31st Street, Coney Island, Kings County, NYC, New York, 11224, USA"
40.71009385,-74.01060963,us,USA,New York,NYC,"22 Cortlandt Street, 22, Cortlandt Street, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10007, USA"
40.86777733,-73.92591879,us,USA,New York,NYC,"60, Seaman Avenue, Inwood, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10034, USA"
40.68126832,-73.89287659,us,USA,New York,NYC,"104, Sunnyside Avenue, Cypress Hills, Kings County, NYC, New York, 11207, USA"
40.88909095,-73.90164498,us,USA,New York,NYC,"Miguel Hall, Manhattan College Parkway, Fieldston, Bronx County, NYC, New York, 10463, USA"
40.72241557,-73.99933403,us,USA,New York,NYC,"508, Broadway, SoHo, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA"
40.71750803,-73.83908967,us,USA,New York,NYC,"Holland House, 73-37, Austin Street, Kew Gardens, Queens County, NYC, New York, 11375, USA"
40.6868468,-73.9582073,us,USA,New York,NYC,"97, Lexington Avenue, Bed-Stuy, BK, Kings County, NYC, New York, 11238, USA"
40.59253731,-73.94235865,us,USA,New York,NYC,"2439, East 28th Street, Sheepshead Bay, BK, Kings County, NYC, New York, 11235, USA"
40.779506,-73.9555855,us,USA,New York,NYC,"Bank of America Financial Center, 1275, Lexington Avenue, Upper East Side, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10028, USA"
40.76483006,-73.82207707,us,USA,New York,NYC,"144-36, Northern Boulevard, Murray Hill, Queens, Queens County, NYC, New York, 11354, USA"
40.70430761,-74.01323077,us,USA,New York,NYC,"2 Broadway, 2, Broadway, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10275, USA"
40.86922303,-73.89339457,us,USA,New York,NYC,"2740, Creston Avenue, Bedford Park, The Bronx, Bronx County, NYC, New York, 10468, USA"
40.81820793,-73.90045272,us,USA,New York,NYC,"784, Hewitt Place, Melrose, The Bronx, Bronx County, NYC, New York, 10455, USA"
40.68811257,-73.98038945,us,USA,New York,NYC,"UnitedHealthcare, 30, Flatbush Avenue, Fort Greene, BK, Kings County, NYC, New York, 11217, USA"
40.80739548,-73.94958858,us,USA,New York,NYC,"2052, Adam Clayton Powell Jr. Boulevard, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10027, USA"
40.62055594,-74.16918781,us,USA,New York,NYC,"798, South Avenue, Bloomfield, Staten Island, Richmond County, NYC, New York, 10303, USA"
40.74396526,-73.97790818,us,USA,New York,NYC,"223, East 32nd Street, Kips Bay, Manhattan, Manhattan Community Board 6, New York County, NYC, New York, 10016, USA"
40.79451509,-73.96632353,us,USA,New York,NYC,"808, Columbus Avenue, Manhattan Valley, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10025, USA"
40.62399234,-73.96116815,us,USA,New York,NYC,"1045, East 15th Street, Midwood, BK, Kings County, NYC, New York, 11230, USA"
40.72659332,-73.74003802,us,USA,New York,NYC,"66, 91st Road, Queens Village, Queens County, NYC, New York, 11207, USA"
40.69599446,-73.9334736,us,USA,New York,NYC,"1003, Broadway, Bushwick, BK, Kings County, NYC, New York, 11221, USA"
40.68311302,-73.87410678,us,USA,New York,NYC,"213, Euclid Avenue, City Line, Kings County, NYC, New York, 11208, USA"
40.76397622,-73.97324114,us,USA,New York,NYC,"Apple, 767, 5th Avenue, Upper East Side, Midtown East, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10153, USA"
40.68122869,-73.98046358,us,USA,New York,NYC,"603, Warren Street, Park Slope, BK, Kings County, NYC, New York, 11217, USA"
40.71454253,-74.0156713,us,USA,New York,NYC,"250 Vesey Street, 250, Vesey Street, Battery Park City, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10281, USA"
40.76343245,-73.96229256,us,USA,New York,NYC,"2nd Avenue & East 63rd Street, 2nd Avenue, Lenox Hill, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10035, USA"
40.89192502,-73.8413946,us,USA,New York,NYC,"4045, Wilder Avenue, Wakefield, The Bronx, Bronx County, NYC, New York, 10466, USA"
40.69306241,-73.7572977,us,USA,New York,NYC,"194-09, Linden Boulevard, Cambria Heights, Queens County, NYC, New York, 11412, USA"
40.69394045,-73.86154783,us,USA,New York,NYC,"85-50, Forest Parkway, Woodhaven, Queens County, NYC, New York, 11421, USA"
40.66948809,-73.94357907,us,USA,New York,NYC,"745, Eastern Parkway, Crown Heights, BK, Kings County, NYC, New York, 11213, USA"
40.7416666,-73.89258462,us,USA,New York,NYC,"43-07, 72nd Street, Woodside, Queens County, NYC, New York, 11377, USA"
40.77930748,-73.98326563,us,USA,New York,NYC,"245, West 72nd Street, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10023, USA"
40.80837424,-73.92699636,us,USA,New York,NYC,"303, East 135th Street, Mott Haven, Bronx County, NYC, New York, 10454, USA"
40.6746438,-73.95892875,us,USA,New York,NYC,"576, Park Place, Prospect Heights, BK, Kings County, NYC, New York, 11238, USA"
40.57894483,-73.98521298,us,USA,New York,NYC,"1619, Neptune Avenue, Coney Island, Kings County, NYC, New York, 11224, USA"
40.79321711,-73.96727402,us,USA,New York,NYC,"Columbus Ave & West 97th Street, Columbus Avenue, Manhattan Valley, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10025, USA"
40.77601129,-73.96137558,us,USA,New York,NYC,"63, East 79th Street, Upper East Side, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10075, USA"
40.65111715,-73.9433135,us,USA,New York,NYC,"3605, Church Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11203, USA"
40.75408986,-73.9939413,us,USA,New York,NYC,"327, West 36th Street, Garment District, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10018, USA"
40.77569227,-73.84580553,us,USA,New York,NYC,"122-15, 25th Road, College Point, Queens County, NYC, New York, 11354, USA"
40.80438405,-73.93742167,us,USA,New York,NYC,"McDonald's, 145, East 125th Street, East Harlem, Manhattan, Manhattan Community Board 11, New York County, NYC, New York, 10035-3501, USA"
40.89609076,-73.86691775,us,USA,New York,NYC,"4200, Katonah Avenue, Woodlawn, The Bronx, Bronx County, NYC, New York, 10470, USA"
40.6228069,-74.0283514,us,USA,New York,NYC,"8522, 4th Avenue, Bay Ridge, Kings County, NYC, New York, 11209, USA"
40.62322682,-74.14922697,us,USA,New York,NYC,"962, Richmond Avenue, Graniteville, Staten Island, Richmond County, NYC, New York, 10303, USA"
40.65692324,-73.93964678,us,USA,New York,NYC,"737, Albany Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11203, USA"
40.66423942,-73.90842501,us,USA,New York,NYC,"293, Dumont Avenue, Brownsville Houses, BK, Kings County, NYC, New York, 11212, USA"
40.85185052,-73.90119038,us,USA,New York,NYC,"2048, Ryer Avenue, Fordham, The Bronx, Bronx County, NYC, New York, 10457, USA"
40.80409057,-73.95561606,us,USA,New York,NYC,"Frederick Douglas Boulevard & West 116th Street, Frederick Douglass Boulevard, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10039, USA"
40.6931608,-73.97034502,us,USA,New York,NYC,"153, Clermont Avenue, Fort Greene, BK, Kings County, NYC, New York, 11205, USA"
40.83700102,-73.90370601,us,USA,New York,NYC,"1481, Washington Avenue, Gouverneur Morris Houses, The Bronx, Bronx County, NYC, New York, 10456, USA"
40.71913315,-73.97636158,us,USA,New York,NYC,"Baruch Place, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
40.71706721,-73.88323786,us,USA,New York,NYC,"63-26, 72nd Street, Middle Village, Queens County, NYC, New York, 11379, USA"
40.72700069,-73.95298311,us,USA,New York,NYC,"Citi Bike - Meserole Ave & Manhattan Ave, Meserole Avenue, Greenpoint, Kings County, NYC, New York, 11222, USA"
40.82855489,-73.87964199,us,USA,New York,NYC,"1511, Westchester Avenue, West Farms, The Bronx, Bronx County, NYC, New York, 10472, USA"
40.68639573,-73.94909593,us,USA,New York,NYC,"426, Gates Avenue, Bed-Stuy, BK, Kings County, NYC, New York, 11216, USA"
40.87367104,-73.90801365,us,USA,New York,NYC,"40, West 225th Street, Marble Hill Houses, Marble Hill, New York County, NYC, New York, 10463, USA"
40.68272838,-73.91579454,us,USA,New York,NYC,"528, Bainbridge Street, BEDFORD STUYVESANT/ EXPANDED STUYVEVSANT HEIGHTS HISTORIC DISTRICT, BK, Kings County, NYC, New York, 11233, USA"
40.74426077,-73.87399845,us,USA,New York,NYC,"91-31, Lamont Avenue, Elmhurst, Queens County, NYC, New York, 11373, USA"
40.70483539,-73.90266342,us,USA,New York,NYC,"785, Fairview Avenue, Ridgewood, Queens County, NYC, New York, 11385, USA"
40.75818254,-73.9753623,us,USA,New York,NYC,"452, Madison Avenue, Midtown East, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10022, USA"
40.83850492,-73.939829,us,USA,New York,NYC,"512, West 165th Street, Washington Heights, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10032, USA"
40.6400539,-74.07837494,us,USA,New York,NYC,"76, Montgomery Avenue, Saint George, Richmond County, NYC, New York, 10301, USA"
40.72299164,-73.99135019,us,USA,New York,NYC,"Subway, 229, Chrystie Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
40.61019771,-73.97325955,us,USA,New York,NYC,"1726, McDonald Avenue, Gravesend, BK, Kings County, NYC, New York, 11204, USA"
40.57047503,-74.10976339,us,USA,New York,NYC,"New Dorp Lane, New Dorp, Staten Island, Todt Hill, Richmond County, NYC, New York, 10306, USA"
40.69460248,-73.97312112,us,USA,New York,NYC,"105, Carlton Avenue, Fort Greene, BK, Kings County, NYC, New York, 11205, USA"
40.77202947,-73.78947793,us,USA,New York,NYC,"28-25, 201st Street, Bayside, Queens, Queens County, NYC, New York, 11360, USA"
40.86733747,-73.91681899,us,USA,New York,NYC,"3935, 10th Avenue, Inwood, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10034, USA"
40.60038928,-73.75570438,us,USA,New York,NYC,"518, Beach 22nd Street, Roy Reuther Houses, Far Rockaway, Queens County, NYC, New York, 11691, USA"
40.58334144,-74.09580513,us,USA,New York,NYC,"1894, Hylan Boulevard, Dongan Hills, Todt Hill, Richmond County, NYC, New York, 10305, USA"
40.84415025,-73.82948743,us,USA,New York,NYC,"The Bronx County GOP, 3029, Middletown Road, Middletown, The Bronx, Bronx County, NYC, New York, 10461, USA"
40.8520331,-73.9169285,us,USA,New York,NYC,"195, West Tremont Avenue, Morris Heights, The Bronx, Bronx County, NYC, New York, 10453, USA"
40.68406075,-73.97745929,us,USA,New York,NYC,"Atlantic Terminal, 139, Flatbush Avenue, Fort Greene, BK, Kings County, NYC, New York, 11217, USA"
40.71546212,-73.98506366,us,USA,New York,NYC,"St. Mary's Church, 440, Grand Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
40.89534182,-73.8580032,us,USA,New York,NYC,"661, East 235th Street, Wakefield, The Bronx, Bronx County, NYC, New York, 10466, USA"
40.88263546,-73.88394159,us,USA,New York,NYC,"3425, Gates Place, Norwood, The Bronx, Bronx County, NYC, New York, 10467, USA"
40.63068216,-73.97355757,us,USA,New York,NYC,"175, Lawrence Avenue, Parkville, BK, Kings County, NYC, New York, 11230, USA"
40.59959158,-73.75619344,us,USA,New York,NYC,"464, Beach 22nd Street, Roy Reuther Houses, Far Rockaway, Queens County, NYC, New York, 11691, USA"
40.6532472,-73.95610923,us,USA,New York,NYC,"2101, Bedford Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA"
40.71784736,-73.98535894,us,USA,New York,NYC,"The Delancey, 168, Delancey Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
40.70265208,-73.91499396,us,USA,New York,NYC,"1471, Greene Avenue, Ridgewood, Queens County, NYC, New York, 11237, USA"
40.86228743,-73.89980469,us,USA,New York,NYC,"29, East Fordham Road, Fordham, The Bronx, Bronx County, NYC, New York, 10468, USA"
40.76728932,-73.87409568,us,USA,New York,NYC,"23-40, 96th Street, North Beach, Queens County, NYC, New York, 11369, USA"
40.60468352,-73.75376917,us,USA,New York,NYC,"21-09, Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, NYC, New York, 11691, USA"
40.65815775,-74.00044116,us,USA,New York,NYC,"New York City Police Department 72nd Precinct, 830, 4th Avenue, South Slope, Kings County, NYC, New York, 11232, USA"
40.66598689,-73.91807577,us,USA,New York,NYC,"105, Sutter Avenue, Brownsville Houses, BK, Kings County, NYC, New York, 11212, USA"
40.88735604,-73.85902568,us,USA,New York,NYC,"740, East 225th Street, Eastchester Heights, The Bronx, Bronx County, NYC, New York, 10466, USA"
40.79428055,-73.97193241,us,USA,New York,NYC,"2540, Broadway, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10025, USA"
40.8418018,-73.87533888,us,USA,New York,NYC,"1114, East 180th Street, West Farms, The Bronx, Bronx County, NYC, New York, 10460, USA"
40.72151561,-73.87973428,us,USA,New York,NYC,"77-33, Juniper Boulevard North, Middle Village, Queens County, NYC, New York, 11379, USA"
40.60293738,-73.96226796,us,USA,New York,NYC,"921, Avenue S, Gravesend, BK, Kings County, NYC, New York, 11223, USA"
40.7197201,-73.99487877,us,USA,New York,NYC,"The Randolph At Broome, 349, Broome Street, Little Italy, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10012-3332, USA"
40.75197561,-73.86377324,us,USA,New York,NYC,"37-47, 103rd Street, East Elmhurst, Queens County, NYC, New York, 11368, USA"
40.69509232,-73.97924063,us,USA,New York,NYC,"56, Monument Walk, Raymond V. Ingersoll Houses, Kings County, NYC, New York, 11201, USA"
40.82404,-73.94475961,us,USA,New York,NYC,"701, Saint Nicholas Avenue, Sugar Hill, Manhattan, Manhattan Community Board 9, New York County, NYC, New York, 10031, USA"
40.62104402,-73.90756211,us,USA,New York,NYC,"2045, East 72nd Street, Bergen Beach, Kings County, NYC, New York, 11234, USA"
40.83266405,-73.82793409,us,USA,New York,NYC,"3429, East Tremont Avenue, Schuylerville, The Bronx, Bronx County, NYC, New York, 10465, USA"
40.53538732,-74.21064295,us,USA,New York,NYC,"745, Ramona Avenue, Huguenot, Richmond County, NYC, New York, 10309, USA"
40.80777934,-73.91226607,us,USA,New York,NYC,"324, Powers Avenue, Port Morris, Bronx County, NYC, New York, 10454, USA"
40.87049673,-73.86242041,us,USA,New York,NYC,"3023, Matthews Avenue, Williams Bridge, The Bronx, Bronx County, NYC, New York, 10467, USA"
40.690629,-73.95792727,us,USA,New York,NYC,"479, DeKalb Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11205, USA"
